544,40.81,-73.04
601,18.1779,-66.7644
602,18.3639,-67.1792
603,18.4446,-67.1286
604,18.43,-67.15
605,18.43,-67.15
606,18.1727,-66.948
610,18.2841,-67.1017
611,18.28,-66.79
612,18.3963,-66.732
613,18.45,-66.73
614,18.45,-66.73
616,18.4198,-66.6652
617,18.4375,-66.5623
622,17.9873,-67.1405
623,18.0673,-67.1457
624,18.0767,-66.7227
627,18.4178,-66.8638
631,18.1798,-66.8354
636,18.15,-67.06
637,18.0709,-66.9451
638,18.3054,-66.5097
641,18.2692,-66.7158
646,18.4534,-66.2817
647,17.9592,-66.9478
650,18.3769,-66.5573
652,18.4566,-66.5971
653,17.973,-66.8837
656,18.0423,-66.7948
659,18.4458,-66.7965
660,18.135,-67.1146
662,18.4696,-67.0154
664,18.2053,-66.5795
667,17.9982,-67.0238
669,18.2381,-66.8722
670,18.2386,-66.9973
674,18.431,-66.4808
676,18.3876,-67.0862
677,18.3251,-67.2294
678,18.4619,-66.9285
680,18.2076,-67.0786
681,18.2,-67.14
682,18.2358,-67.1536
683,18.1189,-67.0331
685,18.3248,-66.9534
687,18.3055,-66.4169
688,18.3678,-66.6277
690,18.4946,-67.0957
692,18.395,-66.336
693,18.4115,-66.3977
694,18.4895,-66.3884
698,18.0702,-66.8563
703,18.2455,-66.1156
704,17.9662,-66.2198
705,18.1313,-66.2682
707,18.0084,-65.9079
714,18.021,-66.0616
715,18.0165,-66.5593
716,17.9804,-66.6206
717,18.0034,-66.6162
718,18.2335,-65.7681
719,18.2905,-66.2477
720,18.212,-66.4098
721,18.37,-65.77
723,18.0209,-66.0084
725,18.2038,-66.0259
726,18.23,-66.03
727,18.2072,-66.078
728,17.973,-66.6659
729,18.2859,-65.8886
730,18.0243,-66.6173
731,18.0976,-66.6348
732,17.98,-66.6
733,17.98,-66.6
734,17.98,-66.6
735,18.2538,-65.6732
736,18.0935,-66.1731
737,18.11,-66.16
738,18.3523,-65.6054
739,18.171,-66.1468
740,18.3318,-65.6349
741,18.1685,-65.7465
742,18.27,-65.65
744,18.22,-65.79
745,18.3414,-65.8233
751,18.0281,-66.2309
754,18.1422,-65.9717
757,18.018,-66.3995
765,18.1271,-65.4716
766,18.1253,-66.4608
767,18.0723,-65.8893
769,18.0923,-66.3638
771,18.1653,-65.8862
772,18.4314,-65.9103
773,18.3395,-65.7224
775,18.3146,-65.2656
777,18.2311,-65.9085
778,18.2632,-65.9782
780,18.0577,-66.5629
782,18.2243,-66.224
783,18.2901,-66.3389
784,17.9829,-66.0946
785,17.97,-66.11
786,18.1548,-66.2292
791,18.1411,-65.8242
792,18.15,-65.81
794,18.2019,-66.3076
795,18.0598,-66.4865
801,18.35,-64.93
802,18.35,-64.93
803,18.35,-64.93
804,18.35,-64.93
805,18.34,-64.93
820,17.74,-64.7
821,17.74,-64.7
822,17.74,-64.7
823,17.74,-64.7
824,17.74,-64.7
830,18.33,-64.79
831,18.33,-64.79
840,17.71,-64.88
841,17.71,-64.88
850,17.76,-64.82
851,17.73,-64.8
901,18.4637,-66.0901
902,18.4,-66.06
906,18.4645,-66.095
907,18.4536,-66.0795
908,18.4,-66.06
909,18.4391,-66.065
910,18.4,-66.06
911,18.4509,-66.0566
912,18.4456,-66.0553
913,18.4503,-66.0425
914,18.4,-66.06
915,18.4378,-66.0469
916,18.4,-66.06
917,18.4211,-66.0504
918,18.4222,-66.0646
919,18.4,-66.06
920,18.4119,-66.0877
921,18.3966,-66.0849
922,18.4,-66.06
923,18.4083,-66.0369
924,18.3997,-66.0147
925,18.3984,-66.0472
926,18.337,-66.0539
927,18.3994,-66.0637
928,18.4,-66.06
929,18.4,-66.06
930,18.4,-66.06
931,18.4,-66.06
933,18.4,-66.06
934,18.4119,-66.1265
935,18.4,-66.06
936,18.3954,-66.0738
937,18.4,-66.06
939,18.4,-66.06
940,18.4,-66.06
949,18.4261,-66.2126
